2018/12/26 01:57:43,20,41,1012
2018/12/26 01:58:18,20,41,1012
2018/12/26 01:58:20,20,41,1012
2018/12/26 02:20:02,19,45,1012
2018/12/26 02:25:01,19,47,1012
2018/12/26 02:30:01,19,48,1012
2018/12/26 02:35:01,18,49,1012
2018/12/26 02:40:01,18,51,1012
2018/12/26 02:45:01,18,52,1012
2018/12/26 02:50:02,18,52,1012
2018/12/26 02:55:01,18,52,1012
2018/12/26 03:00:01,17,52,1012
2018/12/26 03:05:01,17,53,1012
2018/12/26 03:10:01,17,53,1012
2018/12/26 03:15:02,17,54,1012
2018/12/26 03:20:01,17,54,1012
2018/12/26 03:25:01,17,54,1012
2018/12/26 03:30:01,17,55,1012
2018/12/26 03:35:01,17,56,1012
2018/12/26 03:40:02,16,55,1012
2018/12/26 03:45:01,16,56,1012
2018/12/26 03:50:01,16,56,1012
2018/12/26 03:55:01,16,57,1011
2018/12/26 04:00:01,16,56,1011
2018/12/26 04:05:01,16,56,1011
2018/12/26 04:10:01,16,57,1011
2018/12/26 04:15:01,16,57,1011
2018/12/26 04:20:01,16,57,1011
2018/12/26 04:25:01,16,57,1011
2018/12/26 04:30:01,16,57,1011
2018/12/26 04:35:02,16,58,1011
2018/12/26 04:40:01,15,57,1011
2018/12/26 04:45:01,15,57,1011
2018/12/26 04:50:01,15,58,1011
2018/12/26 04:55:01,15,58,1011
2018/12/26 05:00:02,15,58,1011
2018/12/26 05:05:01,15,58,1011
2018/12/26 05:10:01,15,58,1011
2018/12/26 05:15:01,15,59,1011
2018/12/26 05:20:01,15,57,1011
2018/12/26 05:25:02,15,57,1011
2018/12/26 05:30:01,15,58,1011
2018/12/26 05:35:01,15,58,1011
2018/12/26 05:40:01,15,58,1011
2018/12/26 05:45:01,15,58,1011
2018/12/26 05:50:01,15,58,1011
2018/12/26 05:55:01,15,58,1011
2018/12/26 06:00:01,16,56,1011
2018/12/26 06:05:01,17,54,1011
2018/12/26 06:10:01,19,51,1011
2018/12/26 06:15:01,20,48,1011
2018/12/26 06:20:01,21,47,1011
2018/12/26 06:25:01,21,47,1011
2018/12/26 06:30:02,21,46,1012
2018/12/26 06:35:01,21,46,1011
2018/12/26 06:40:01,22,45,1011
2018/12/26 06:45:01,22,44,1011
2018/12/26 06:50:01,22,42,1010
2018/12/26 06:55:02,22,42,1010
2018/12/26 07:00:01,22,40,1010
2018/12/26 07:05:01,22,39,1010
2018/12/26 07:10:01,21,39,1011
2018/12/26 07:15:01,22,38,1010
2018/12/26 07:20:02,22,40,1010
2018/12/26 07:25:01,22,42,1010
2018/12/26 07:30:01,21,43,1011
2018/12/26 07:35:01,21,44,1010
2018/12/26 07:40:01,20,44,1011
2018/12/26 07:45:01,20,45,1011
2018/12/26 07:50:02,19,45,1011
2018/12/26 07:55:01,19,47,1011
2018/12/26 08:00:01,18,47,1011
2018/12/26 08:05:01,18,47,1011
2018/12/26 08:10:01,18,47,1011
2018/12/26 08:15:02,18,47,1011
2018/12/26 08:20:01,17,47,1011
2018/12/26 08:25:01,17,47,1011
2018/12/26 08:30:01,17,46,1011
2018/12/26 08:35:01,17,46,1011
2018/12/26 08:40:02,16,46,1011
2018/12/26 08:45:01,16,47,1011
2018/12/26 08:50:01,16,46,1011
2018/12/26 08:55:01,16,46,1011
2018/12/26 09:00:01,16,46,1011
2018/12/26 09:05:01,15,47,1011
2018/12/26 09:10:01,15,47,1011
2018/12/26 09:15:01,15,47,1011
2018/12/26 09:20:01,15,47,1011
2018/12/26 09:25:01,15,47,1011
2018/12/26 09:30:01,15,47,1011
2018/12/26 09:35:01,15,47,1010
2018/12/26 09:40:01,15,47,1010
